"","artist","title","price","classification","url"
"37","Karen Koch","Garden Gate","$22","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/garden-gate-karen-koch.jpg"
"38","Marvin Blaine","Cool Cat Art Collection","$37","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/3-cool-cat-art-collection-marvin-blaine.jpg"
"39","Tom Druin","Aswirl","$28","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/aswirl-tom-druin.jpg"
"40","Russell Pierce","Tipsy The Clown","$42","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/tipsy-the-clown-russell-pierce.jpg"
"41","John DiSanza","Art For The 21st Century","$22","Print","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/art-for-the-21st-century-john-disanza.jpg"
"42","Pamela Johnson","Beautiful Vatican City Flag","$800","Original","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/beautiful-vatican-city-flag-pamela-johnson.jpg"
"43","Ping Yan","Plum","$27","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/2-plum-ping-yan.jpg"
"44","Amitabh Dayal","Whit Lily In Dark","$22","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/whit-lily-in-dark-amitabh-dayal.jpg"
"45","Patti Schulze","Ring Of Life","$42","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/ring-of-life-patti-schulze.jpg"
"46","G Berry","Fox Sound Asleep","$27","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/fox-sound-asleep-g-berry.jpg"
"47","Studio Grafiikka","Canadian Pacific Airlines - Straight To The Point - Retro Travel Poster - Vintage Poster","$22","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/canadian-pacific-airlines-straight-to-the-point-retro-travel-poster-vintage-poster-studio-grafiikka.jpg"
"48","Work Of Arts","Sacred Herb Plant","$20","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/sacred-herb-plant-work-of-arts.jpg"
"49","Teresa Zieba","Floral Impression","$32","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/floral-impression-teresa-zieba.jpg"
"50","Marvin Blaine","2 Chainz Collection","$24","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/1-2-chainz-collection-marvin-blaine.jpg"
"51","Juan Mildenberger","Untitled","$37","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/106-untitled-juan-mildenberger.jpg"
"52","Anna Angelou","Flamenco Girl","$17","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/flamenco-girl-anna-angelou.jpg"
"53","Brokenpuppet","Unhappy Valentine","$22","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/unhappy-valentine-brokenpuppet.jpg"
"54","Freddy Kirsheh","Guardian Angels.","$19","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/guardian-angels-freddy-kirsheh.jpg"
"55","Candy Mayer","La Cocinera In Red","$22","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/la-cocinera-in-red-candy-mayer.jpg"
"56","Toots Magsino","Life Is Beautiful","$17","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/life-is-beautiful-toots-magsino.jpg"
"57","Todd Yoder","Sunlit","$14","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/sunlit-todd-yoder.jpg"
"58","Carla Woody","Callanish Croft","$32","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/callanish-croft-carla-woody.jpg"
"59","Marvin Blaine","Louis Armstrong Collection","$37","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/6-louis-armstrong-collection-marvin-blaine.jpg"
"60","Dale  Witherow","Plotting","$22","Mixed Media","https://fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/plotting-dale-witherow.jpg"
"61","Brian Reaves","The Carolina Panthers 2c","$22","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/1-the-carolina-panthers-2c-brian-reaves.jpg"
"62","Michelle Gilmore","The Girl","$52","Print","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/the-girl-michelle-gilmore.jpg"
"63","Schroder Konate","Create Your Journey","$285","Original","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/create-your-journey-schroeder-konate.jpg"
"64","William Douglas","Dream Landscape","$17","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/dream-landscape-william-douglas.jpg"
"65","Denise Dailey","Baren","$17","Print","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/baren-denise-dailey.jpg"
"66","Claudia Bermudez","German Stamps V     Summer Wind","$2,000","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/german-stamps-v---summer-wind-claudia-bermudez.jpg"
"67","Vickie Arentz","Aquamarine","$13","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/2-aquamarine-vickie-arentz.jpg"
"68","Joel Dash","Cigarette Pack 2","$15","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/cigarette-pack-2-joel-dash.jpg"
"69","Navin Joshi","Element Sky  Images Are Not Just Clouds For People With Great Vision And Wisdom. Please Read More On","$27","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/element-sky-images-are-not-just-clouds-for-people-with-great-vision-and-wisdom-please-read-more-on-navin-joshi.jpg"
"70","Gabrielle Aguirre","Fashion","$21","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/fashion-gabrielle-aguirre.jpg"
"71","Robin Birrell","Salt Lake City Temple","-No info-","-No info-","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/salt-lake-city-temple-robin-birrell.jpg"
"72","Sam Davis Johnson","Glit","-No info-","-No info-","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/glit-sam-davis-johnson.jpg"
"73","Karen Koch","Garden Gate","$22","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/garden-gate-karen-koch.jpg"
"74","Marvin Blaine","Cool Cat Art Collection","$37","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/3-cool-cat-art-collection-marvin-blaine.jpg"
"75","Tom Druin","Aswirl","$28","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/aswirl-tom-druin.jpg"
"76","Russell Pierce","Tipsy The Clown","$42","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/tipsy-the-clown-russell-pierce.jpg"
"77","John DiSanza","Art For The 21st Century","$22","Print","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/art-for-the-21st-century-john-disanza.jpg"
"78","Pamela Johnson","Beautiful Vatican City Flag","$800","Original","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/beautiful-vatican-city-flag-pamela-johnson.jpg"
"79","Ping Yan","Plum","$27","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/2-plum-ping-yan.jpg"
"80","Amitabh Dayal","Whit Lily In Dark","$22","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/whit-lily-in-dark-amitabh-dayal.jpg"
"81","Patti Schulze","Ring Of Life","$42","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/ring-of-life-patti-schulze.jpg"
"82","G Berry","Fox Sound Asleep","$27","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/fox-sound-asleep-g-berry.jpg"
"83","Studio Grafiikka","Canadian Pacific Airlines - Straight To The Point - Retro Travel Poster - Vintage Poster","$22","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/canadian-pacific-airlines-straight-to-the-point-retro-travel-poster-vintage-poster-studio-grafiikka.jpg"
"84","Work Of Arts","Sacred Herb Plant","$20","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/sacred-herb-plant-work-of-arts.jpg"
"85","Teresa Zieba","Floral Impression","$32","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/floral-impression-teresa-zieba.jpg"
"86","Marvin Blaine","2 Chainz Collection","$24","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/1-2-chainz-collection-marvin-blaine.jpg"
"87","Juan Mildenberger","Untitled","$37","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/106-untitled-juan-mildenberger.jpg"
"88","Anna Angelou","Flamenco Girl","$17","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/flamenco-girl-anna-angelou.jpg"
"89","Brokenpuppet","Unhappy Valentine","$22","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/unhappy-valentine-brokenpuppet.jpg"
"90","Freddy Kirsheh","Guardian Angels.","$19","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/guardian-angels-freddy-kirsheh.jpg"
"91","Candy Mayer","La Cocinera In Red","$22","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/la-cocinera-in-red-candy-mayer.jpg"
"92","Toots Magsino","Life Is Beautiful","$17","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/life-is-beautiful-toots-magsino.jpg"
"93","Todd Yoder","Sunlit","$14","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/sunlit-todd-yoder.jpg"
"94","Carla Woody","Callanish Croft","$32","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/callanish-croft-carla-woody.jpg"
"95","Marvin Blaine","Louis Armstrong Collection","$37","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/6-louis-armstrong-collection-marvin-blaine.jpg"
"96","Dale  Witherow","Plotting","$22","Mixed Media","https://fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/plotting-dale-witherow.jpg"
"97","Brian Reaves","The Carolina Panthers 2c","$22","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/1-the-carolina-panthers-2c-brian-reaves.jpg"
"98","Michelle Gilmore","The Girl","$52","Print","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/the-girl-michelle-gilmore.jpg"
"99","Schroder Konate","Create Your Journey","$285","Original","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/create-your-journey-schroeder-konate.jpg"
"100","William Douglas","Dream Landscape","$17","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/dream-landscape-william-douglas.jpg"
"101","Denise Dailey","Baren","$17","Print","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/baren-denise-dailey.jpg"
"102","Claudia Bermudez","German Stamps V     Summer Wind","$2,000","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/german-stamps-v---summer-wind-claudia-bermudez.jpg"
"103","Vickie Arentz","Aquamarine","$13","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/2-aquamarine-vickie-arentz.jpg"
"104","Joel Dash","Cigarette Pack 2","$15","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/cigarette-pack-2-joel-dash.jpg"
"105","Navin Joshi","Element Sky  Images Are Not Just Clouds For People With Great Vision And Wisdom. Please Read More On","$27","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/element-sky-images-are-not-just-clouds-for-people-with-great-vision-and-wisdom-please-read-more-on-navin-joshi.jpg"
"106","Gabrielle Aguirre","Fashion","$21","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/fashion-gabrielle-aguirre.jpg"
"107","Robin Birrell","Salt Lake City Temple","-No info-","-No info-","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/salt-lake-city-temple-robin-birrell.jpg"
"108","Sam Davis Johnson","Glit","-No info-","-No info-","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/glit-sam-davis-johnson.jpg"
"109","Karen Koch","Garden Gate","$22","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/garden-gate-karen-koch.jpg"
"110","Marvin Blaine","Cool Cat Art Collection","$37","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/3-cool-cat-art-collection-marvin-blaine.jpg"
"111","Tom Druin","Aswirl","$28","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/aswirl-tom-druin.jpg"
"112","Russell Pierce","Tipsy The Clown","$42","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/tipsy-the-clown-russell-pierce.jpg"
"113","John DiSanza","Art For The 21st Century","$22","Print","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/art-for-the-21st-century-john-disanza.jpg"
"114","Pamela Johnson","Beautiful Vatican City Flag","$800","Original","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/beautiful-vatican-city-flag-pamela-johnson.jpg"
"115","Ping Yan","Plum","$27","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/2-plum-ping-yan.jpg"
"116","Amitabh Dayal","Whit Lily In Dark","$22","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/whit-lily-in-dark-amitabh-dayal.jpg"
"117","Patti Schulze","Ring Of Life","$42","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/ring-of-life-patti-schulze.jpg"
"118","G Berry","Fox Sound Asleep","$27","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/fox-sound-asleep-g-berry.jpg"
"119","Studio Grafiikka","Canadian Pacific Airlines - Straight To The Point - Retro Travel Poster - Vintage Poster","$22","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/canadian-pacific-airlines-straight-to-the-point-retro-travel-poster-vintage-poster-studio-grafiikka.jpg"
"120","Work Of Arts","Sacred Herb Plant","$20","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/sacred-herb-plant-work-of-arts.jpg"
"121","Teresa Zieba","Floral Impression","$32","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/floral-impression-teresa-zieba.jpg"
"122","Marvin Blaine","2 Chainz Collection","$24","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/1-2-chainz-collection-marvin-blaine.jpg"
"123","Juan Mildenberger","Untitled","$37","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/106-untitled-juan-mildenberger.jpg"
"124","Anna Angelou","Flamenco Girl","$17","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/flamenco-girl-anna-angelou.jpg"
"125","Brokenpuppet","Unhappy Valentine","$22","Mixed Media","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/unhappy-valentine-brokenpuppet.jpg"
