"","title","artist","price","classification","url"
"1","Hanging Out","Eric Fan","$20","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/hanging-out-eric-fan.jpg"
"2","The Button","H James Hoff","$42","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/the-button-h-james-hoff.jpg"
"3","Far And Wide","Eric Fan","$20","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/far-and-wide-eric-fan.jpg"
"4","Food Masquerade","Freshinkstain","$22","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/food-masquerade-freshinkstain-.jpg"
"5","Crow Drawing","Steve Goad","$27","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/crow-drawing-steve-goad.jpg"
"6","Queen Of Butterflies","Olga Shvartsur","$27","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/queen-of-butterflies-olga-shvartsur.jpg"
"7","Looking Back","Glen Powell","$6,000","Original","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/looking-back-glen-powell.jpg"
"8","Not Thinking About You","Michael Scholl","$22","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/not-thinking-about-you-michael-scholl.jpg"
"9","Liger  Swift Hand","David Starr","$32","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/liger-swift-hand-david-f-starr.jpg"
"10","No.17","Jeremy Lacy","$22","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/no17-jeremy-lacy.jpg"
"11","DJ","Mon Graffito","$200","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/dj-mon-graffito.jpg"
"12","Raspberry","Kalie Hoodhood","$25","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/raspberry-kalie-hoodhood.jpg"
"13","Best Buddies Come In All Sizes","Kim Niles","$32","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/best-buddies-come-in-all-sizes-kim-niles.jpg"
"14","Mandala Bouquet","Matthew Ridgway","$17","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/mandala-bouquet-matthew-ridgway.jpg"
"15","Please","Brent Ander","$2,200","Original","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/please-brent-ander.jpg"
"16","Homage To Tiki","Keith Tucker","$22","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/homage-to-tiki-keith-tucker.jpg"
"17","B B King And Lucille","David Lloyd Glover","$300","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/1-b-b-king-and-lucille-david-lloyd-glover.jpg"
"18","The Ravenous Pregnancy","Ethan Harris","$200","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/the-ravenous-pregnancy-ethan-harris.jpg"
"19","Empty Pockets","Peter Piatt","$900","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/empty-pockets-peter-piatt.jpg"
"20","Mr. Moon","Cristophers Dream Artistry","$200","Original","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/mr-moon-cristophers-dream-artistry.jpg"
"21","Maestro","Barbara Keith","$17","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/maestro-barbara-keith.jpg"
"22","Octopus - Color","Karl Addison","$22","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/octopus--color-karl-addison.jpg"
"23","Wilcoxmoose","Alexander M Petersen","$37","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/wilcoxmoose-alex-petersen.jpg"
"24","Carlos","Chris Lopez","$22","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/carlos-chris-lopez.jpg"
"25","Woolly Mammoth","Stanley Morrison","$17","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/woolly-mammoth-stanley-morrison.jpg"
"26","Atomic Weirdness","Bomonster","$17","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/atomic-weirdness-bomonster-.jpg"
"27","Bigbis","Dave Migliore","$19","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/bigbis-dave-migliore.jpg"
"28","Gibbon","Karen Ilari","$27","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/gibbon-karen-ilari.jpg"
"29","Gym-bot Floor","Nicholas Bockelman","$300","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/gym-bot-floor-nicholas-bockelman.jpg"
"30","Lunar Starry Night","Jerry Mac","$300","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/lunar-starry-night-jerry-mac.jpg"
"31","Gorilla","Marlene Piccolin","$22","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/gorilla-marlene-piccolin.jpg"
"32","Unknown Indian II","Stan Hamilton","$22","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/unknown-indian-ii-stan-hamilton.jpg"
"33","cry","Mimi Yoon","$3,600","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/cry-mimi-yoon.jpg"
"34","No, Thursday's Out. How About Never -","Robert Mankoff","$47","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/no-thursdays-out-how-about-never-robert-mankof.jpg"
"35","Fusilli You Crazy Bastard How Are You","Charles Barsotti","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/fusilli-you-crazy-bastard-how-are-you-charles-barsott.jpg"
"36","It's Always Sit","Peter Steiner","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/its-always-sit-peter-steine.jpg"
"37","Howard, I Think The Dog Wants To Go Out","Arnie Levin","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/howard-i-think-the-dog-wants-to-go-out-arnie-levin.jpg"
"38","Never, Ever, Think Outside The Box","Leo Cullum","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/never-ever-think-outside-the-box-leo-cullu.jpg"
"39","Yes I Came Back I Always Come Back","Harry Bliss","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/yes-i-came-back-i-always-come-back-harry-blis.jpg"
"40","Escher Get Your Ass Up Here","Robert Leighton","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/a-men-works-on-the-sky-scraper-beams-robert-leighton.jpg"
"41","On The Internet","Peter Steiner","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/on-the-internet-peter-steine.jpg"
"42","I Don't Care If She Is A Tape Dispenser.  I Love","Sam Gross","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/i-dont-care-if-she-is-a-tape-dispenser-i-love-sam-gros.jpg"
"43","You Seem To Know Something About Law.  I Like","Robert Weber","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/you-seem-to-know-something-about-law-i-like-robert-webe.jpg"
"44","They Rubbed My Tummy","Charles Barsotti","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/54-untitled-charles-barsotti.jpg"
"45","You Can't Plead Cute","Charles Barsotti","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/120-untitled-charles-barsotti.jpg"
"46","Doctor To Pig","Paul Noth","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/doctor-to-pig-paul-noth.jpg"
"47","They Moved My Bowl","Charles Barsotti","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/they-moved-my-bowl-charles-barsott.jpg"
"48","Not Guilty, Because Puppies Do These Things","Charles Barsotti","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/not-guilty-because-puppies-do-these-things-charles-barsotti.jpg"
"49","New Yorker October 10th, 2005","Danny Shanahan","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/105-untitled-danny-shanahan.jpg"
"50","An Indian Chief Speaks To A Pilgrim","Paul Noth","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/an-indian-chief-speaks-to-a-pilgrim-paul-noth.jpg"
"51","Great Blue Heron","John James Audubon","$17","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/great-blue-heron-john-james-audubon.jpg"
"52","Heroic Mind","John Ashton Golden","$17","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/heroic-mind-john-ashton-golden.jpg"
"53","Elk","Nicklas Gustafsson","$27","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/elk-nicklas-gustafsson.jpg"
"54","Contractor Examining A Blueprint And Speaking","Robert Leighton","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/contractor-examining-a-blueprint-and-speaking-robert-leighton.jpg"
"55","A Man Shows Another Man His Extensive Collection","Alex Gregory","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/a-man-shows-another-man-his-extensive-collection-alex-gregory.jpg"
"56","Grumpy Cat As David Bowie","Olga Shvartsur","$27","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/grumpy-cat-as-david-bowie-olga-shvartsur.jpg"
"57","Three Men In Berets Drill Into The Ground","Charlie Hankin","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/three-men-in-berets-drill-into-the-ground-charlie-hankin.jpg"
"58","'it's Always 'good Dog' - Never 'great Dog.'","Alex Gregory","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/its-always-good-dog-never-great-dog-alex-gregory.jpg"
"59","The Projectionist","Eric Fan","$20","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/the-projectionist-eric-fan.jpg"
"60","A Man And 3 Children Sit Around A Fire","Tom Toro","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/a-man-and-3-children-sit-around-a-fire-tom-toro.jpg"
"61","Make Way For The Bad Guys","Ylli Haruni","$50","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/make-way-for-the-bad-guys-ylli-haruni.jpg"
"62","The Bidding Will Start At Eleven Million Dollars","Charles Barsotti","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/the-bidding-will-start-at-eleven-million-dollars-charles-barsotti.jpg"
"63","Big Chew","Eric Fan","$20","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/chewie-eric-fan.jpg"
"64","The Boxer","Eric Fan","$20","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/the-boxer-eric-fan.jpg"
"65","A Man Is Seen Wearing A Cape Next To A Wind","Drew Dernavich","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/a-man-is-seen-wearing-a-cape-next-to-a-wind-drew-dernavich.jpg"
"66","The Voyage","Eric Fan","$20","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/the-voyage-eric-fan.jpg"
"67","Lift","Eric Fan","$20","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/lift-eric-fan.jpg"
"68","Thanks For Almost Everything","Danny Shanahan","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/thanks-for-almost-everything-danny-shanaha.jpg"
"69","Dog Chases After A Ball","Charles Barsotti","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/dog-chases-after-a-ball-charles-barsotti.jpg"
"70","Big Smoke","Eric Fan","$20","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/big-smoke-eric-fan.jpg"
"71","Nude Princess Leia","Giuseppe Cristiano","$42","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/nude-princess-leia-giuseppe-cristiano.jpg"
"72","Businessman Sitting On A Bed In Hotel Room","Jack Ziegler","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/businessman-sitting-on-a-bed-in-hotel-room-jack-ziegler.jpg"
"73","The Thing About Jellyfish","Eric Fan","$20","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/the-thing-about-jellyfish-eric-fan.jpg"
"74","Danny Devito","Greg Joens","$300","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/danny-devito-greg-joens.jpg"
"75","Winter Moose","Eric Fan","$20","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/winter-moose-eric-fan.jpg"
"76","Deputy Festus Haggen","Greg Joens","$300","Original","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/deputy-festus-haggen-greg-joens.jpg"
"77","Two Spotted Cows Looking At A Jersey Cow","Matthew Diffee","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/two-averagely-spotted-cows-looking-at-a-plain-cow-matthew-diffee.jpg"
"78","Space Sloth","Eric Fan","$20","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/space-sloth-eric-fan.jpg"
"79","First Winter","Eric Fan","$20","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/1-first-winter-eric-fan.jpg"
"80","Jesus Face","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/jesus-face-greg-joens.jpg"
"81","The Journey","Eric Fan","$20","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/the-journey-eric-fan.jpg"
"82","Hide And Seek","Andrew Hitchen","$17","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/hide-and-seek-andrew-hitchen.jpg"
"83","Music Man","Eric Fan","$20","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/music-man-eric-fan.jpg"
"84","Red Cars Drop Off A Bridge Under A Sign That Says","Michael Crawford","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/red-cars-drop-off-a-bridge-under-a-sign-that-says-michael-crawford.jpg"
"85","Five Dogs Sitting Around A Roundtable","Charles Barsotti","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/five-dogs-sitting-around-a-roundtable-charles-barsotti.jpg"
"86","Bears","Amy Hamilton","$17","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/bears-amy-hamilton.jpg"
"87","Festus Haggen","Greg Joens","$400","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/festus-haggen-greg-joens.jpg"
"88","Shadow","Andrew Hitchen","$18","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/shadow-andrew-hitchen.jpg"
"89","Bill Richards","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/bill-richards-greg-joens.jpg"
"90","Martin Luther King Jr And Malcolm X","Ylli Haruni","$24","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/martin-luther-king-jr-and-malcolm-x-ylli-haruni.jpg"
"91","Warren Buffett","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/warren-buffett-greg-joens.jpg"
"92","Steve Harvey","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/steve-harvey-greg-joens.jpg"
"93","Ricky Nelson","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/ricky-nelson-2-greg-joens.jpg"
"94","Moon Steps","Eric Fan","$20","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/moon-steps-eric-fan.jpg"
"95","Nighthawk","Eric Fan","$20","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/nighthawk-eric-fan.jpg"
"96","A Quiet Place","Eric Fan","$20","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/a-quiet-place-eric-fan.jpg"
"97","Robert Mueller","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/robert-mueller-greg-joens.jpg"
"98","Jiminy Glick","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/jiminy-glick-greg-joens.jpg"
"99","A Man And A Woman Talk In Their Living Room","David Sipress","$92","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images-medium-5/a-man-and-a-woman-talk-in-their-living-room-david-sipress.jpg"
"100","Leonard Cohen","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/leonard-cohen-greg-joens.jpg"
"101","Lee Marvin","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/lee-marvin-greg-joens.jpg"
"102","Christopher Lee","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/christopher-lee-greg-joens.jpg"
"103","Girl Pointing Gun","Giuseppe Cristiano","$42","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/girl-pointing-gun-giuseppe-cristiano.jpg"
"104","John Wayne","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/2-john-wayne-greg-joens.jpg"
"105","George Strait","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/george-strait-greg-joens.jpg"
"106","Lombardo2","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/lombardo2-greg-joens.jpg"
"107","Guy Lombardo","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/guy-lombardo-greg-joens.jpg"
"108","Paul Brinegar","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/paul-brinegar-greg-joens.jpg"
"109","John Mcgiver","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/john-mcgiver-greg-joens.jpg"
"110","Heels By The Pool","Giuseppe Cristiano","$42","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/heels-by-the-pool-giuseppe-cristiano.jpg"
"111","Richard Widmark","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/richard-widmark-greg-joens.jpg"
"112","Pete Postlethwaite","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/pete-postlethwaite-greg-joens.jpg"
"113","Sketch Man 20","Ylli Haruni","$65","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/1-sketch-man-20-ylli-haruni.jpg"
"114","Sketch Man 19","Ylli Haruni","$65","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/sketch-man-19-ylli-haruni.jpg"
"115","Sketch Man 20","Ylli Haruni","$65","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/sketch-man-20-ylli-haruni.jpg"
"116","Sketch Man 18","Ylli Haruni","$65","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/sketch-man-18-ylli-haruni.jpg"
"117","Sketch Man 17","Ylli Haruni","$65","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/sketch-man-17-ylli-haruni.jpg"
"118","Sketch Man 15","Ylli Haruni","$65","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/sketch-man-15-ylli-haruni.jpg"
"119","Sketch Man 16","Ylli Haruni","$65","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/sketch-man-16-ylli-haruni.jpg"
"120","Sketch Man 13","Ylli Haruni","$65","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/sketch-man-13-ylli-haruni.jpg"
"121","Sketch Man 14","Ylli Haruni","$65","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/sketch-man-14-ylli-haruni.jpg"
"122","Sketch Man 12","Ylli Haruni","$65","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/sketch-man-12-ylli-haruni.jpg"
"123","Sketch 11","Ylli Haruni","$65","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/sketch-11-ylli-haruni.jpg"
"124","Sketch Man 10","Ylli Haruni","$65","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/sketch-man-10-ylli-haruni.jpg"
"125","Sketch Man 9","Ylli Haruni","$65","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/sketch-man-9-ylli-haruni.jpg"
"126","Sketch Man 8","Ylli Haruni","$65","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/pencil-sketch-ylli-haruni.jpg"
"127","R. Lee Ermey","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/r-lee-ermey-greg-joens.jpg"
"128","John Glenn Birth Place 2","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/john-glenn-birth-place-2-greg-joens.jpg"
"129","Art Linkletter","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/art-linkletter-greg-joens.jpg"
"130","Jeremy Irons","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/jeremy-irons-greg-joens.jpg"
"131","President Ronald Reagan","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/1-president-ronald-reagan-greg-joens.jpg"
"132","Robin Gibb Drawing","Suzann's Art","$90","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/robin-gibb-drawing-suzanns-art.jpg"
"133","Kirk Ferentz","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/kirk-ferentz-greg-joens.jpg"
"134","Jim Jordan","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/jim-jordan-greg-joens.jpg"
"135","Chuck Mccann","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/chuck-mccann-greg-joens.jpg"
"136","Theresa May Portrait","Suzann's Art","$110","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/theresa-may-portrait-suzanns-art.jpg"
"137","Vincent D","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/vincent-d-greg-joens.jpg"
"138","Knute","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/knute-greg-joens.jpg"
"139","Al Green 2","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/al-green-2-greg-joens.jpg"
"140","Barry Gibb Portrait","Suzann's Art","$19","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/1-barry-gibb-portrait-suzanns-art.jpg"
"141","Vicente Fox","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/vicente-fox-greg-joens.jpg"
"142","John Ireland","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/john-ireland-greg-joens.jpg"
"143","Jock Mahoney","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/jock-mahoney-greg-joens.jpg"
"144","A..hole","Ylli Haruni","$250","Original","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/ahole-ylli-haruni.jpg"
"145","Winnie Mandela","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/winnie-mandela-greg-joens.jpg"
"146","Merle Haggard","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/merle-haggard-greg-joens.jpg"
"147","Festival Lion","Balazs Solti","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/festival-lion-balazs-solti.jpg"
"148","Winter Koala","Balazs Solti","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/winter-koala-balazs-solti.jpg"
"149","Hank Snow","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/hank-snow-greg-joens.jpg"
"150","Boxcar Willie","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/boxcar-willie-greg-joens.jpg"
"151","Bob Elliott","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/bob-elliott-greg-joens.jpg"
"152","Coach Kirk Ferentz","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/coach-kirk-ferentz-greg-joens.jpg"
"153","Goodbye, Christmas Tree","Andrew Hitchen","$16","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/goodbye-christmas-tree-andrew-hitchen.jpg"
"154","Tom","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/tom-greg-joens.jpg"
"155","Ralph Waldo Emerson","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/ralph-waldo-emerson-greg-joens.jpg"
"156","Black Ink Flower 2- Art By Linda Woods","Linda Woods","$22","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/black-ink-flower-2-art-by-linda-woods-linda-woods.jpg"
"157","Black And White Sketch Flower 4- Art By Linda Woods","Linda Woods","$22","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/black-and-white-sketch-flower-4-art-by-linda-woods-linda-woods.jpg"
"158","Black Ink Flower 1- Art By Linda Woods","Linda Woods","$22","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/black-ink-flower-1-art-by-linda-woods-linda-woods.jpg"
"159","Neptune","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/neptune-greg-joens.jpg"
"160","Mark Shields","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/mark-shields-greg-joens.jpg"
"161","David Gergen","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/david-gergen-greg-joens.jpg"
"162","James Garner 12mar18","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/james-garner-12mar18-greg-joens.jpg"
"163","Alyson Hannigan","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/alyson-hannigan-greg-joens.jpg"
"164","Sabre-toothed Tiger","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/sabre-toothed-tiger-greg-joens.jpg"
"165","Pope Saint John Paul II","Greg Joens","$13","Drawing","https://render.fineartamerica.com/images/rendered/search/print/images/artworkimages/medium/1/pope-saint-john-paul-ii-greg-joens.jpg"
